Feb 14 06:50:09 voag uv[798833]: 06:50:09 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=dc7390de-7fa4-41c5-93c5-4f68f8359f11; skipping analysis
Feb 14 07:12:21 voag uv[798833]: INFO:     127.0.0.1:40338 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.048s)
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.049s)
Feb 14 07:12:21 voag uv[798833]: INFO:     127.0.0.1:40352 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | WARNING | analysis.lead_bookings_extractor | No messages/segments list found in transcriptions. Type: <class 'dict'>
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | WARNING | analysis.lead_bookings_extractor | No timestamp found in transcriptions, using current time as reference_time: 2026-02-14 11:12:21+04:00
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | INFO    | db.storage.leads | Assigned lead 6ea32611-3e7f-42ee-a361-e63784807d53 to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=4e35f4a3-49c0-4c23-a148-453e7b6883ad
Feb 14 07:12:21 voag uv[798833]: 07:12:21 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=4e35f4a3-49c0-4c23-a148-453e7b6883ad
Feb 14 07:12:32 voag uv[798833]: 07:12:32 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 11 entries (120s elapsed)
Feb 14 07:12:33 voag uv[798833]: 07:12:33 | WARNING | analysis.merged_analytics | JSON parsing failed - using hybrid fallback to extract data from text
Feb 14 07:12:40 voag uv[798833]: 07:12:40 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:40 voag uv[798833]: 07:12:40 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:40 voag uv[798833]: 07:12:40 | INFO    | utils.vertical_routing | Vertical routing: tenant_id=734cd516-e252-4728-9c52-4663ee552653, vertical=realestate
Feb 14 07:12:40 voag uv[798833]: 07:12:40 | INFO    | utils.vertical_routing | Realestate vertical detected but not yet implemented
Feb 14 07:12:40 voag uv[798833]: 07:12:40 | DEBUG   | post_call_analysis.runner | Vertical routing: call_log_id=830741e7-e1cd-4bf5-a410-fc2264e6d386 not routed (vertical=realestate, reason=Realestate vertical not yet implemented)
Feb 14 07:12:40 voag uv[798833]: 07:12:40 | DEBUG   | api.routes.analysis | Post-call analysis completed successfully for call_log_id=830741e7-e1cd-4bf5-a410-fc2264e6d386
Feb 14 07:12:40 voag uv[798833]: 07:12:40 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:40 voag uv[798833]: 07:12:40 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=830741e7-e1cd-4bf5-a410-fc2264e6d386
Feb 14 07:12:41 voag uv[798833]: 07:12:41 | WARNING | analysis.lead_bookings_extractor | No explicit confirmed time found after all extraction attempts for call 830741e7-e1cd-4bf5-a410-fc2264e6d386
Feb 14 07:12:41 voag uv[798833]: 07:12:41 | WARNING | analysis.schedule_calculator | Callback requested but no callback_time provided - will use Stage 2 grade-based schedule
Feb 14 07:12:41 voag uv[798833]: 07:12:41 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:12:41 voag uv[798833]: 07:12:41 | INFO    | db.storage.leads | Assigned lead 3525545d-f3aa-4fe7-8642-39796b44b277 to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:12:41 voag uv[798833]: 07:12:41 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=830741e7-e1cd-4bf5-a410-fc2264e6d386
Feb 14 07:12:41 voag uv[798833]: 07:12:41 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=830741e7-e1cd-4bf5-a410-fc2264e6d386
Feb 14 07:13:02 voag uv[798833]: 07:13:02 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 11 entries (150s elapsed)
Feb 14 07:13:05 voag uv[798833]: 07:13:05 | INFO    | api.routes.batch | Updated batch entry 26f6a338-0e5d-43cd-acce-e68753b3c889 to status=completed
Feb 14 07:13:05 voag uv[798833]: 07:13:05 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=883, failed=0, done_entries=883
Feb 14 07:13:05 voag uv[798833]: INFO:     127.0.0.1:46054 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:13:05 voag uv[798833]: INFO:     127.0.0.1:46070 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:13:05 voag uv[798833]: 07:13:05 | INFO    | api.routes.analysis | Analysis request received for call_log_id=a4b13ca4-e96e-4a24-bf27-f7682fd49936
Feb 14 07:13:05 voag uv[798833]: 07:13:05 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.022s)
Feb 14 07:13:05 voag uv[798833]: 07:13:05 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.021s)
Feb 14 07:13:05 voag uv[798833]: 07:13:05 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=a4b13ca4-e96e-4a24-bf27-f7682fd49936
Feb 14 07:13:05 voag uv[798833]: 07:13:05 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=a4b13ca4-e96e-4a24-bf27-f7682fd49936
Feb 14 07:13:08 voag uv[798833]: INFO:     35.203.210.228:0 - "GET / HTTP/1.1" 200 OK
Feb 14 07:13:32 voag uv[798833]: 07:13:32 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 10 entries (180s elapsed)
Feb 14 07:13:39 voag uv[798833]: 07:13:39 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:13:39 voag uv[798833]: 07:13:39 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:13:39 voag uv[798833]: 07:13:39 | INFO    | utils.vertical_routing | Vertical routing: tenant_id=734cd516-e252-4728-9c52-4663ee552653, vertical=realestate
Feb 14 07:13:39 voag uv[798833]: 07:13:39 | INFO    | utils.vertical_routing | Realestate vertical detected but not yet implemented
Feb 14 07:13:39 voag uv[798833]: 07:13:39 | DEBUG   | post_call_analysis.runner | Vertical routing: call_log_id=a4b13ca4-e96e-4a24-bf27-f7682fd49936 not routed (vertical=realestate, reason=Realestate vertical not yet implemented)
Feb 14 07:13:39 voag uv[798833]: 07:13:39 | DEBUG   | api.routes.analysis | Post-call analysis completed successfully for call_log_id=a4b13ca4-e96e-4a24-bf27-f7682fd49936
Feb 14 07:13:39 voag uv[798833]: 07:13:39 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:13:39 voag uv[798833]: 07:13:39 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=a4b13ca4-e96e-4a24-bf27-f7682fd49936
Feb 14 07:13:41 voag uv[798833]: 07:13:41 | WARNING | analysis.lead_bookings_extractor | No explicit confirmed time found after all extraction attempts for call a4b13ca4-e96e-4a24-bf27-f7682fd49936
Feb 14 07:13:41 voag uv[798833]: 07:13:41 | WARNING | analysis.schedule_calculator | Callback requested but no callback_time provided - will use Stage 2 grade-based schedule
Feb 14 07:13:41 voag uv[798833]: 07:13:41 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:13:41 voag uv[798833]: 07:13:41 | INFO    | db.storage.leads | Assigned lead 0dcd3400-2d2d-4169-8eb8-41098019b8b5 to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:13:41 voag uv[798833]: 07:13:41 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=a4b13ca4-e96e-4a24-bf27-f7682fd49936
Feb 14 07:13:41 voag uv[798833]: 07:13:41 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=a4b13ca4-e96e-4a24-bf27-f7682fd49936
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | INFO    | api.routes.analysis | Analysis request received for call_log_id=29cfa2b7-dd00-48f0-96d0-3635250a65d8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=29cfa2b7-dd00-48f0-96d0-3635250a65d8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=29cfa2b7-dd00-48f0-96d0-3635250a65d8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=29cfa2b7-dd00-48f0-96d0-3635250a65d8; skipping analysis
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | WARNING | api.routes.analysis | Post-call analysis returned False for call_log_id=29cfa2b7-dd00-48f0-96d0-3635250a65d8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=29cfa2b7-dd00-48f0-96d0-3635250a65d8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | INFO    | api.routes.batch | Updated batch entry 23e6c46f-a4a7-4e08-851e-6b89ec353d50 to status=completed
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | WARNING | analysis.lead_bookings_extractor | Special handling for failed call (status: failed) in call 29cfa2b7-dd00-48f0-96d0-3635250a65d8 - using auto_followup, grade 12 timeline, and started_at time
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=884, failed=0, done_entries=884
Feb 14 07:13:43 voag uv[798833]: INFO:     127.0.0.1:43610 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.063s)
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | WARNING | analysis.lead_bookings_extractor | No messages/segments list found in transcriptions. Type: <class 'dict'>
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | WARNING | analysis.lead_bookings_extractor | No timestamp found in transcriptions, using current time as reference_time: 2026-02-14 11:13:43+04:00
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.065s)
Feb 14 07:13:43 voag uv[798833]: INFO:     127.0.0.1:43612 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | INFO    | db.storage.leads | Assigned lead fea9a0cd-2946-4b95-873a-aa29ebd4d715 to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=29cfa2b7-dd00-48f0-96d0-3635250a65d8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=29cfa2b7-dd00-48f0-96d0-3635250a65d8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | INFO    | api.routes.batch | Updated batch entry 4ce2d299-5aea-4913-9188-ba575251389b to status=completed
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=885, failed=0, done_entries=885
Feb 14 07:13:43 voag uv[798833]: INFO:     127.0.0.1:43626 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.028s)
Feb 14 07:13:43 voag uv[798833]: INFO:     127.0.0.1:43632 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | INFO    | api.routes.analysis | Analysis request received for call_log_id=0d73921e-2afa-473b-a0e0-0f5fe4c1f5e8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.031s)
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=0d73921e-2afa-473b-a0e0-0f5fe4c1f5e8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=0d73921e-2afa-473b-a0e0-0f5fe4c1f5e8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=0d73921e-2afa-473b-a0e0-0f5fe4c1f5e8; skipping analysis
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | WARNING | api.routes.analysis | Post-call analysis returned False for call_log_id=0d73921e-2afa-473b-a0e0-0f5fe4c1f5e8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=0d73921e-2afa-473b-a0e0-0f5fe4c1f5e8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | WARNING | analysis.lead_bookings_extractor | Special handling for failed call (status: failed) in call 0d73921e-2afa-473b-a0e0-0f5fe4c1f5e8 - using auto_followup, grade 12 timeline, and started_at time
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | WARNING | analysis.lead_bookings_extractor | No messages/segments list found in transcriptions. Type: <class 'dict'>
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | WARNING | analysis.lead_bookings_extractor | No timestamp found in transcriptions, using current time as reference_time: 2026-02-14 11:13:43+04:00
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | INFO    | db.storage.leads | Assigned lead e775085b-bfce-4c05-a8ba-e54933c195db to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=0d73921e-2afa-473b-a0e0-0f5fe4c1f5e8
Feb 14 07:13:43 voag uv[798833]: 07:13:43 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=0d73921e-2afa-473b-a0e0-0f5fe4c1f5e8
Feb 14 07:14:02 voag uv[798833]: 07:14:02 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 8 entries (210s elapsed)
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | INFO    | api.routes.batch | Updated batch entry 32558c7e-2525-435e-9005-531c32ae02aa to status=completed
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=886, failed=0, done_entries=886
Feb 14 07:14:12 voag uv[798833]: INFO:     127.0.0.1:58700 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.019s)
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | INFO    | api.routes.analysis | Analysis request received for call_log_id=751e7ea3-bac2-43c3-a285-df4698da69c5
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.005s)
Feb 14 07:14:12 voag uv[798833]: INFO:     127.0.0.1:58708 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=751e7ea3-bac2-43c3-a285-df4698da69c5
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=751e7ea3-bac2-43c3-a285-df4698da69c5
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=751e7ea3-bac2-43c3-a285-df4698da69c5; skipping analysis
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | WARNING | api.routes.analysis | Post-call analysis returned False for call_log_id=751e7ea3-bac2-43c3-a285-df4698da69c5
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=751e7ea3-bac2-43c3-a285-df4698da69c5
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | WARNING | analysis.lead_bookings_extractor | Special handling for failed call (status: failed) in call 751e7ea3-bac2-43c3-a285-df4698da69c5 - using auto_followup, grade 12 timeline, and started_at time
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | WARNING | analysis.lead_bookings_extractor | No messages/segments list found in transcriptions. Type: <class 'dict'>
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | WARNING | analysis.lead_bookings_extractor | No timestamp found in transcriptions, using current time as reference_time: 2026-02-14 11:14:12+04:00
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | INFO    | db.storage.leads | Assigned lead 5be0cf2b-2947-4eea-9f96-030991fc85e7 to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=751e7ea3-bac2-43c3-a285-df4698da69c5
Feb 14 07:14:12 voag uv[798833]: 07:14:12 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=751e7ea3-bac2-43c3-a285-df4698da69c5
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | INFO    | api.routes.analysis | Analysis request received for call_log_id=9a1a5baf-b8aa-43c4-a158-766bf786301b
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=9a1a5baf-b8aa-43c4-a158-766bf786301b
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=9a1a5baf-b8aa-43c4-a158-766bf786301b
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=9a1a5baf-b8aa-43c4-a158-766bf786301b; skipping analysis
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | WARNING | api.routes.analysis | Post-call analysis returned False for call_log_id=9a1a5baf-b8aa-43c4-a158-766bf786301b
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=9a1a5baf-b8aa-43c4-a158-766bf786301b
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.005s)
Feb 14 07:14:14 voag uv[798833]: INFO:     127.0.0.1:58716 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | WARNING | analysis.lead_bookings_extractor | Special handling for failed call (status: failed) in call 9a1a5baf-b8aa-43c4-a158-766bf786301b - using auto_followup, grade 12 timeline, and started_at time
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | INFO    | api.routes.batch | Updated batch entry a003df47-8217-40b6-8e29-2a0ffe0fbd79 to status=completed
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=887, failed=0, done_entries=887
Feb 14 07:14:14 voag uv[798833]: INFO:     127.0.0.1:58730 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.062s)
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | WARNING | analysis.lead_bookings_extractor | No messages/segments list found in transcriptions. Type: <class 'dict'>
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | WARNING | analysis.lead_bookings_extractor | No timestamp found in transcriptions, using current time as reference_time: 2026-02-14 11:14:14+04:00
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | INFO    | db.storage.leads | Assigned lead b11fc600-9e95-4b66-9577-83a541e89160 to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=9a1a5baf-b8aa-43c4-a158-766bf786301b
Feb 14 07:14:14 voag uv[798833]: 07:14:14 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=9a1a5baf-b8aa-43c4-a158-766bf786301b
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | INFO    | api.routes.analysis | Analysis request received for call_log_id=88e7c78b-0936-4834-a93b-6535ee427772
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=88e7c78b-0936-4834-a93b-6535ee427772
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=88e7c78b-0936-4834-a93b-6535ee427772
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | INFO    | post_call_analysis.runner | Empty conversation for call_log_id=88e7c78b-0936-4834-a93b-6535ee427772; skipping analysis
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | WARNING | api.routes.analysis | Post-call analysis returned False for call_log_id=88e7c78b-0936-4834-a93b-6535ee427772
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | DEBUG   | api.routes.analysis | Running lead bookings extraction for call_log_id=88e7c78b-0936-4834-a93b-6535ee427772
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | INFO    | api.routes.batch | Updated batch entry b52ffce2-e2e8-4674-b8b0-ac335b9b58d7 to status=completed
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | WARNING | analysis.lead_bookings_extractor | Special handling for failed call (status: failed) in call 88e7c78b-0936-4834-a93b-6535ee427772 - using auto_followup, grade 12 timeline, and started_at time
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=888, failed=0, done_entries=888
Feb 14 07:14:17 voag uv[798833]: INFO:     127.0.0.1:46650 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.045s)
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.046s)
Feb 14 07:14:17 voag uv[798833]: INFO:     127.0.0.1:46666 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | WARNING | analysis.lead_bookings_extractor | No messages/segments list found in transcriptions. Type: <class 'dict'>
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | WARNING | analysis.lead_bookings_extractor | No timestamp found in transcriptions, using current time as reference_time: 2026-02-14 11:14:17+04:00
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | INFO    | db.storage.leads | Assigned lead 627dd8e9-f85b-466f-971e-623c3785e2fc to user c1cfc12e-3185-476b-9e90-930e402dd93a
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | DEBUG   | api.routes.analysis | Lead booking extracted and saved for call_log_id=88e7c78b-0936-4834-a93b-6535ee427772
Feb 14 07:14:17 voag uv[798833]: 07:14:17 | INFO    | api.routes.analysis | Analysis completed and saved to DB for call_log_id=88e7c78b-0936-4834-a93b-6535ee427772
Feb 14 07:14:19 voag uv[798833]: 07:14:19 | INFO    | api.routes.batch | Updated batch entry 9e6ac976-c2ec-4431-833b-652c55f3e644 to status=completed
Feb 14 07:14:19 voag uv[798833]: 07:14:19 | DEBUG   | db.storage.batches | Batch 9e689462-5a77-4614-9d54-c711fb367781: status=queued, total=983, completed=889, failed=0, done_entries=889
Feb 14 07:14:19 voag uv[798833]: INFO:     127.0.0.1:46672 - "POST /batch/entry-completed HTTP/1.1" 200 OK
Feb 14 07:14:19 voag uv[798833]: 07:14:19 | INFO    | api.routes.analysis | Analysis request received for call_log_id=fcca0df2-c7dc-4789-b256-b45d4eef892e
Feb 14 07:14:19 voag uv[798833]: INFO:     127.0.0.1:46678 - "POST /analysis/run-background-analysis HTTP/1.1" 200 OK
Feb 14 07:14:19 voag uv[798833]: 07:14:19 | DEBUG   | vonage.api_security | POST /batch/entry-completed - 200 (0.021s)
Feb 14 07:14:19 voag uv[798833]: 07:14:19 | DEBUG   | vonage.api_security | POST /analysis/run-background-analysis - 200 (0.022s)
Feb 14 07:14:19 voag uv[798833]: 07:14:19 | DEBUG   | api.routes.analysis | Starting background analysis for call_log_id=fcca0df2-c7dc-4789-b256-b45d4eef892e
Feb 14 07:14:19 voag uv[798833]: 07:14:19 | DEBUG   | api.routes.analysis | Running post-call analysis for call_log_id=fcca0df2-c7dc-4789-b256-b45d4eef892e
Feb 14 07:14:19 voag uv[798833]: 07:14:19 | WARNING | analysis.merged_analytics | Insufficient user text for sentiment analysis
Feb 14 07:14:32 voag uv[798833]: 07:14:32 | INFO    | api.routes.batch | Batch batch-55e24eb1e1ab4ae2ba1d560d62ff8c62 wave 61: Waiting for 4 entries (240s elapsed): ? (call:0f9b1e4b, status:dispatched), ? (call:93ec1d31, status:dispatched), ? (call:260b3a45, status:dispatched), ? (call:799ec896, status:dispatched)
Feb 14 07:14:40 voag uv[798833]: 07:14:40 | DEBUG   | db.db_config | Using PRODUCTION database: 165.22.221.77:5432/salesmaya_agent
